pair_index,image1,image2,t_gt_sq_magnitude,r_gt_magnitude,skipping_frame,inliers,match_coverage,method,rotation_error,translation_error
21,rgb/1305031926.333164.png,rgb/1305031926.669140.png,0.0173606,13.1966,10,123,0.5,FNS,0.372962,4.97931
22,rgb/1305031926.501075.png,rgb/1305031926.833209.png,0.00878498,16.6346,10,51,0.34375,FNS,1.95558,9.41961
23,rgb/1305031926.669140.png,rgb/1305031927.001575.png,0.00571603,23.6923,10,40,0.203125,FNS,3.94988,31.8431
24,rgb/1305031926.833209.png,rgb/1305031927.169161.png,0.00753086,26.331,10,26,0.234375,FNS,1.82665,43.722
25,rgb/1305031927.001575.png,rgb/1305031927.333139.png,0.00989726,19.7514,10,22,0.15625,FNS,177.972,96.1688
26,rgb/1305031927.169161.png,rgb/1305031927.501136.png,0.0124625,15.0361,10,31,0.21875,FNS,3.90503,37.73
27,rgb/1305031927.333139.png,rgb/1305031927.669158.png,0.0122313,8.66477,10,53,0.328125,FNS,4.58103,91.4591
28,rgb/1305031927.501136.png,rgb/1305031927.833282.png,0.0109453,8.37162,10,115,0.5,FNS,1.04952,7.62873
29,rgb/1305031927.669158.png,rgb/1305031928.001134.png,0.0164513,5.52344,10,160,0.59375,FNS,1.40734,9.7347
30,rgb/1305031927.833282.png,rgb/1305031928.169018.png,0.0234398,1.9644,10,94,0.421875,FNS,0.598228,7.95683
31,rgb/1305031928.001134.png,rgb/1305031928.333609.png,0.0204366,5.3312,10,89,0.46875,FNS,1.4863,14.3333
32,rgb/1305031928.169018.png,rgb/1305031928.501428.png,0.0149897,13.6033,10,43,0.25,FNS,2.54907,41.1809
33,rgb/1305031928.333609.png,rgb/1305031928.669146.png,0.0108645,19.8461,10,15,0.140625,FNS,4.2691,105.187
34,rgb/1305031928.501428.png,rgb/1305031928.833193.png,0.00730246,19.4144,10,26,0.203125,FNS,178.231,79.4005
35,rgb/1305031928.669146.png,rgb/1305031929.001155.png,0.00783974,19.223,10,54,0.234375,FNS,7.22071,106.637
36,rgb/1305031928.833193.png,rgb/1305031929.169204.png,0.0109313,21.7502,10,19,0.125,FNS,4.14382,39.9259
37,rgb/1305031929.001155.png,rgb/1305031929.333529.png,0.0130959,21.9697,10,17,0.140625,FNS,9.00452,84.2629
38,rgb/1305031929.169204.png,rgb/1305031929.501198.png,0.013922,18.193,10,10,0.09375,FNS,13.6722,16.4171
39,rgb/1305031929.333529.png,rgb/1305031929.669287.png,0.0142619,14.5507,10,23,0.203125,FNS,1.6777,17.5409
40,rgb/1305031929.501198.png,rgb/1305031929.833358.png,0.0120452,11.5947,10,57,0.390625,FNS,1.43951,42.4992
41,rgb/1305031929.669287.png,rgb/1305031930.001350.png,0.00700406,8.36587,10,61,0.46875,FNS,0.663934,11.7088
42,rgb/1305031929.833358.png,rgb/1305031930.169117.png,0.00327106,2.78877,10,100,0.59375,FNS,1.00421,44.5119
43,rgb/1305031930.001350.png,rgb/1305031930.333138.png,0.00562677,9.33049,10,50,0.359375,FNS,2.09845,39.7314
44,rgb/1305031930.169117.png,rgb/1305031930.501044.png,0.00967601,14.4445,10,33,0.265625,FNS,2.99698,92.755
45,rgb/1305031930.333138.png,rgb/1305031930.668925.png,0.00947621,16.1897,10,19,0.21875,FNS,2.75314,98.4994
46,rgb/1305031930.501044.png,rgb/1305031930.833091.png,0.0085635,15.1459,10,43,0.34375,FNS,2.13602,72.2492
47,rgb/1305031930.668925.png,rgb/1305031931.000795.png,0.00874526,13.6918,10,104,0.390625,FNS,0.924253,59.1658
48,rgb/1305031930.833091.png,rgb/1305031931.168900.png,0.00793214,15.0749,10,68,0.453125,FNS,2.04127,81.1365
49,rgb/1305031931.000795.png,rgb/1305031931.332991.png,0.00589389,18.1627,10,42,0.25,FNS,2.23296,54.2526
50,rgb/1305031931.168900.png,rgb/1305031931.500852.png,0.00443849,18.9571,10,65,0.34375,FNS,88.5078,135.583
51,rgb/1305031931.332991.png,rgb/1305031931.669064.png,0.00519869,14.8053,10,42,0.25,FNS,3.35148,48.872
52,rgb/1305031931.500852.png,rgb/1305031931.832926.png,0.00836426,9.18173,10,83,0.421875,FNS,2.92103,52.8035
53,rgb/1305031931.669064.png,rgb/1305031932.000829.png,0.0101836,7.5367,10,174,0.515625,FNS,1.43789,24.8725
54,rgb/1305031931.832926.png,rgb/1305031932.169077.png,0.00925437,7.19029,10,78,0.421875,FNS,4.02385,64.7732
55,rgb/1305031932.000829.png,rgb/1305031932.333175.png,0.00846651,5.48666,10,130,0.4375,FNS,3.83464,52.4172
56,rgb/1305031932.169077.png,rgb/1305031932.500893.png,0.0104292,10.3813,10,71,0.34375,FNS,0.761756,1.6325
57,rgb/1305031932.333175.png,rgb/1305031932.669236.png,0.0115481,13.8368,10,54,0.34375,FNS,1.23409,13.3124
58,rgb/1305031932.500893.png,rgb/1305031932.832891.png,0.0102261,15.873,10,54,0.375,FNS,179.234,132.966
59,rgb/1305031932.669236.png,rgb/1305031933.001958.png,0.00947766,13.8433,10,35,0.328125,FNS,2.83427,6.19134
60,rgb/1305031932.832891.png,rgb/1305031933.169450.png,0.00764474,7.20571,10,29,0.125,FNS,163.362,124.017
61,rgb/1305031933.001958.png,rgb/1305031933.332881.png,0.00322702,9.79814,10,112,0.546875,FNS,1.03283,13.7641
62,rgb/1305031933.169450.png,rgb/1305031933.500809.png,0.000725,9.82944,10,162,0.53125,FNS,1.25684,53.5814
63,rgb/1305031933.332881.png,rgb/1305031933.669114.png,0.00118169,13.2746,10,78,0.4375,FNS,0.629742,44.909
64,rgb/1305031933.500809.png,rgb/1305031933.833132.png,0.00297475,17.0985,10,94,0.5,FNS,1.89421,61.3731
65,rgb/1305031933.669114.png,rgb/1305031934.000841.png,0.00607838,14.4325,10,44,0.375,FNS,2.52771,40.0464
66,rgb/1305031933.833132.png,rgb/1305031934.169177.png,0.0106802,10.4833,10,83,0.4375,FNS,1.43942,23.835
67,rgb/1305031934.000841.png,rgb/1305031934.336871.png,0.0153555,8.04478,10,102,0.421875,FNS,0.652863,3.00654
68,rgb/1305031934.169177.png,rgb/1305031934.501241.png,0.0177021,3.95414,10,67,0.359375,FNS,4.6767,54.4018
69,rgb/1305031934.336871.png,rgb/1305031934.668984.png,0.0215079,6.73959,10,96,0.40625,FNS,1.31998,12.1519
70,rgb/1305031934.501241.png,rgb/1305031934.836769.png,0.0268058,7.95584,10,94,0.390625,FNS,2.24671,3.50353
